"MonthlyRevenue","IncomeGroup","AgeHH1","fit.cluster"
48.24,4,28,2
20.53,4,44,2
30,6,32,2
32.23,1,52,2
76.61,7,40,1
73.93,3,32,1
37.36,5,26,2
35.52,9,42,2
29.23,9,46,2
88.74,1,68,1
29.1,2,50,2
28.8,7,18,2
30,6,60,2
29.99,5,30,2
22.96,4,78,2
220.41,6,34,3
58.24,4,30,2
14.96,7,50,2
85.97,4,54,1
19.99,6,58,2
75.43,6,56,1
58.94,9,32,2
135.89,9,40,1
72.76,8,42,1
32.28,2,44,2
63.06,4,38,1
128.48,6,60,1
30.15,5,32,2
77.68,6,40,1
10,6,52,2
19.99,6,56,2
91.42,1,28,1
75.75,2,30,1
74.14,6,30,1
28.18,6,52,2
38.48,9,44,2
36.43,5,34,2
30.75,7,28,2
54.52,3,46,2
30.52,9,48,2
70.98,7,42,1
32.8,4,34,2
96.7,4,28,1
39.99,5,62,2
78.49,6,40,1
58.67,9,58,2
65.41,9,52,1
92.82,7,40,1
81.86,2,46,1
102.26,0,38,1
50.41,5,58,2
55.12,7,60,2
207.65,9,54,3
66.62,6,52,1
28.27,6,30,2
79.56,9,50,1
68.48,3,28,1
30,6,48,2
34.98,9,56,2
30.27,3,22,2
70.96,6,38,1
10.25,9,56,2
172.48,4,38,3
41.16,6,32,2
34.82,6,24,2
42.59,6,54,2
51.62,1,28,2
49.99,5,22,2
30.27,9,42,2
15.32,6,40,2
66.78,5,38,1
30.51,6,32,2
40.68,5,68,2
47.33,6,28,2
54.73,4,76,2
49.99,3,28,2
56.3,6,46,2
46.64,6,32,2
92.84,2,24,1
38.03,9,50,2
35.55,6,72,2
61.58,4,52,2
31.66,7,40,2
71.47,7,42,1
19.99,6,32,2
33.51,2,66,2
64.02,6,74,1
36.45,8,24,2
220.55,7,34,3
39.99,6,40,2
112.78,7,40,1
10,6,48,2
33.76,3,30,2
39.08,9,70,2
15.08,7,40,2
30.48,6,22,2
132.73,6,34,1
54.95,5,58,2
82.41,7,42,1
58.86,6,26,2
19.99,3,48,2
26.92,5,84,2
72.21,9,52,1
79.49,1,28,1
47.83,9,48,2
86.38,6,34,1
16.99,5,50,2
42.1,6,58,2
99.64,3,50,1
52.16,9,42,2
33.91,9,48,2
48.58,4,40,2
39.62,6,34,2
30.34,6,58,2
29.75,6,52,2
44.4,9,58,2
90.14,1,48,1
38.23,8,32,2
18.34,5,60,2
29.99,6,44,2
116.68,7,54,1
32.12,6,34,2
32.78,7,46,2
31.93,6,46,2
85.22,9,40,1
54.98,4,28,2
34.99,7,36,2
40.73,5,30,2
34.69,7,24,2
61.88,9,48,1
49.73,9,58,2
37.28,1,34,2
40.37,6,36,2
35.69,6,44,2
59.35,4,46,2
28.38,6,32,2
118.54,4,80,1
34.99,1,58,2
36.23,3,64,2
53.98,7,28,2
52.59,9,32,2
30.74,8,42,2
140.26,1,20,1
30.67,4,40,2
65,6,48,1
55.68,7,26,2
44.26,6,40,2
29.99,8,78,2
36.1,5,48,2
63.65,5,44,1
49.99,7,36,2
53.72,9,38,2
230.87,4,28,3
29.99,6,78,2
187.53,8,42,3
107.96,6,54,1
54.51,8,30,2
79.97,7,54,1
48.64,1,28,2
71.25,9,54,1
29.54,5,28,2
42.91,5,52,2
116.18,5,40,1
78.38,7,44,1
32.49,6,30,2
29.64,4,30,2
47.5,6,60,2
31.75,9,36,2
96.44,8,36,1
10,9,38,2
91.49,6,46,1
87.66,4,56,1
57.58,4,50,2
42.71,6,54,2
58.24,4,30,2
43.34,4,44,2
32.78,9,50,2
77.66,9,52,1
30.26,8,36,2
65.34,3,46,1
30.26,9,78,2
51.32,9,32,2
132.43,1,40,1
129.28,8,30,1
28.5,7,36,2
55.1,1,54,2
51.44,5,52,2
29.99,4,68,2
149.1,6,32,3
31.51,7,44,2
99.1,6,24,1
78.62,9,40,1
39.64,6,24,2
34.3,7,36,2
30.09,4,38,2
148.57,3,38,3
29.29,5,42,2
101.46,7,36,1
36.55,1,42,2
33.23,7,54,2
20.92,6,54,2
15.7,9,58,2
88.28,7,54,1
97.14,9,44,1
77.54,6,42,1
29.99,0,56,2
29.99,5,78,2
12.18,5,42,2
40.37,9,48,2
30.23,7,26,2
31.23,7,46,2
28.18,6,30,2
90.62,4,24,1
34.19,7,38,2
56.16,4,38,2
22.75,6,48,2
37.48,6,56,2
58.56,9,42,2
104.45,6,32,1
20.28,9,60,2
55.33,8,30,2
30.47,5,46,2
66.19,1,36,1
38.98,2,26,2
68.12,5,34,1
30.98,1,38,2
10,6,38,2
32.27,9,40,2
50.06,6,42,2
35.3,9,54,2
30.25,8,60,2
35.48,7,24,2
51.41,5,46,2
33.31,6,46,2
50.44,1,26,2
47.42,6,30,2
14.25,6,50,2
60.64,3,24,1
119.25,2,30,1
45,9,52,2
75.44,6,26,1
29.99,6,44,2
50,6,44,2
45.74,6,48,2
79.84,7,32,1
58.2,4,42,2
110.71,5,30,1
50,1,48,2
41.52,0,32,2
35.88,9,28,2
34.28,7,44,2
60.48,3,30,1
53.69,7,28,2
30.91,6,26,2
29.99,7,54,2
33.58,6,24,2
50.66,1,20,2
75.8,3,58,1
45.91,7,52,2
36.38,2,52,2
13.07,3,30,2
61.84,9,44,1
63.08,6,40,1
16.99,8,48,2
31.73,5,36,2
37.1,0,24,2
25.87,4,40,2
50.23,7,46,2
35.48,6,66,2
30.73,6,70,2
38.24,5,34,2
30.39,4,36,2
30.51,6,58,2
137.47,7,32,1
36.22,7,40,2
41.09,9,54,2
64.23,6,40,1
31.12,6,36,2
45,9,54,2
103.53,4,24,1
50.27,5,38,2
123.71,4,30,1
47.5,9,44,2
28.49,0,76,2
52.24,4,36,2
182.06,7,46,3
39.8,7,42,2
25.87,6,58,2
31.39,6,56,2
71.36,8,30,1
8.09,9,58,2
38.82,1,34,2
59.99,4,44,2
24.17,9,50,2
72,7,44,1
20.17,8,34,2
169.12,3,58,3
42.09,4,46,2
68.15,6,50,1
61.29,4,38,1
60.53,6,34,1
50,6,68,2
52.41,7,36,2
20.99,9,56,2
67.28,5,70,1
22.95,9,72,2
5,5,44,2
40.24,9,62,2
35.24,6,46,2
58.75,7,68,2
30.77,9,54,2
69.26,6,38,1
93.84,7,48,1
16.99,7,68,2
30.07,6,34,2
119.58,5,44,1
91.69,3,42,1
37.05,5,54,2
57.87,6,44,2
39.77,1,36,2
31.25,5,32,2
50.77,7,40,2
32.53,9,40,2
67.1,7,58,1
32.98,1,32,2
51.19,6,30,2
107.64,7,56,1
44.2,8,48,2
43.66,3,36,2
33.52,8,24,2
59.69,6,34,2
31.73,9,44,2
53.27,9,40,2
36.17,3,50,2
52.24,6,36,2
58.93,2,40,2
51.5,7,52,2
92.12,4,34,1
152.95,6,60,3
53.77,9,46,2
44.25,9,44,2
43.99,5,38,2
43.5,6,40,2
43.48,7,44,2
40.75,5,20,2
35.68,5,42,2
61.81,6,32,1
40.45,6,34,2
42.49,9,28,2
14.25,6,42,2
36.02,4,44,2
30.25,6,76,2
50.49,5,40,2
56.04,7,52,2
32.88,6,52,2
33.24,3,40,2
30.5,9,38,2
42.91,4,36,2
20.38,5,72,2
139,8,40,1
69.91,9,50,1
62.44,7,42,1
48.72,5,42,2
19.17,5,40,2
40.27,6,50,2
29.99,6,50,2
26.24,3,38,2
170.02,6,42,3
97.33,7,52,1
50.94,6,54,2
39.02,6,38,2
65.89,1,26,1
28.09,7,54,2
309.38,5,34,3
44.99,9,46,2
155.47,1,38,3
83.41,7,50,1
31.33,6,32,2
34.79,4,26,2
30.58,3,38,2
48.46,8,48,2
40.55,1,54,2
80.39,5,48,1
33.76,8,52,2
75.67,7,34,1
124.07,0,28,1
33.61,9,40,2
34.01,9,48,2
224.92,4,52,3
29.99,5,34,2
34.99,5,72,2
151.75,6,36,3
29.99,9,50,2
50.81,9,40,2
36.97,4,42,2
56.67,3,78,2
67.52,7,28,1
51.14,5,40,2
10.25,9,38,2
45,9,52,2
40.48,9,44,2
8.75,8,30,2
40.57,7,38,2
94.55,7,28,1
53.51,9,54,2
34.8,7,32,2
42.69,5,32,2
35.95,7,38,2
64.69,9,40,1
57.04,5,70,2
35.72,6,56,2
56.67,5,34,2
35.19,1,32,2
53.12,3,44,2
76.72,8,46,1
60.24,5,42,2
41.32,0,26,2
17.81,1,22,2
10,9,38,2
52.3,9,48,2
6.21,6,30,2
21.41,7,24,2
61.98,7,46,1
46.3,7,52,2
62.26,3,38,1
85.7,9,48,1
35.33,8,50,2
137.64,3,44,1
32.97,7,36,2
39.34,4,58,2
45.93,6,54,2
90.82,6,26,1
48.3,9,56,2
51.14,7,56,2
49.2,9,50,2
38.24,9,48,2
12.99,9,40,2
17.25,2,84,2
33.61,1,32,2
35.98,6,30,2
117.53,2,34,1
45,9,52,2
73.23,6,56,1
29.02,4,28,2
34.46,1,32,2
62.45,7,66,2
10,6,48,2
104.09,4,46,1
75.53,2,20,1
40.01,8,52,2
65.29,4,48,1
36.6,9,32,2
77.38,5,44,1
149.26,7,30,3
131.36,3,46,1
30.26,6,32,2
37.96,6,42,2
49.91,6,56,2
33.99,5,34,2
79.97,8,54,1
31.05,8,48,2
15.2,5,46,2
20.81,1,40,2
29.85,6,28,2
39.99,4,48,2
39.22,6,50,2
61.44,4,46,1
167.14,6,56,3
30.24,6,46,2
50.69,2,38,2
104.42,7,40,1
45.13,7,36,2
84.34,6,40,1
59.55,6,54,2
60.63,7,42,2
60.53,2,52,2
49.16,6,42,2
37.98,9,48,2
185,7,52,3
43.63,7,24,2
91.53,3,46,1
28.24,6,58,2
77.7,8,40,1
45.73,6,46,2
52.95,6,48,2
39.23,9,28,2
78.67,6,48,1
65.62,7,32,1
83.3,5,52,1
41.55,6,42,2
57.27,1,42,2
47.44,4,62,2
45.57,6,24,2
62.82,6,36,1
86.02,4,54,1
35.08,6,30,2
90.91,4,38,1
45,6,66,2
81.03,4,36,1
57.04,7,44,2
55.19,5,34,2
25.34,6,40,2
22.41,6,52,2
53.58,6,32,2
24.36,9,58,2
117.42,3,48,1
152.41,6,24,3
86.64,6,34,1
130.01,4,28,1
108.39,4,58,1
41.13,0,28,2
35.09,1,24,2
69.19,9,32,1
162.72,3,28,3
50.25,6,56,2
50.02,8,44,2
91.39,5,42,1
133.2,7,48,1
89.38,6,52,1
67.11,6,36,1
54.22,1,34,2
35.3,6,36,2
82.62,5,34,1
34.84,6,18,2
68.41,2,36,1
9.75,8,56,2
92.3,9,50,1
59.99,8,38,2
45.43,6,34,2
30,5,26,2
97.39,6,32,1
30.24,9,50,2
50.68,2,48,2
41.18,9,56,2
54.87,3,48,2
84.05,4,42,1
108.49,7,40,1
89.42,5,38,1
63.53,5,52,1
55.27,5,32,2
77.26,9,58,1
30.26,0,64,2
30.51,4,38,2
33.98,9,58,2
51.95,7,38,2
15.04,5,58,2
40.24,7,26,2
30,6,48,2
123.52,3,26,1
83.59,9,42,1
58.45,9,56,2
31.23,9,40,2
140.25,7,44,1
30.24,5,34,2
29.99,8,66,2
58.11,9,48,2
22.25,6,32,2
33.24,6,56,2
47.3,6,36,2
34.93,3,44,2
35.65,7,32,2
33.06,6,54,2
49.99,4,60,2
45.51,4,52,2
30.13,5,72,2
20.58,7,44,2
49.99,7,36,2
70.07,3,54,1
78.87,8,32,1
43.85,6,56,2
83.95,4,34,1
174.76,1,32,3
379.27,1,38,3
232.08,1,32,3
81.6,5,52,1
30.24,6,28,2
75.89,6,44,1
50,4,52,2
15.13,6,36,2
45.59,3,32,2
19.83,4,64,2
59.99,7,48,2
60.22,6,38,2
119.39,3,50,1
42.81,3,76,2
54.41,5,46,2
84.38,6,54,1
9.12,5,40,2
42.37,6,44,2
42.38,3,42,2
42.97,9,60,2
57.98,5,42,2
224.91,4,56,3
15.95,5,56,2
43.95,3,26,2
98.12,9,38,1
34.59,6,38,2
73.12,7,42,1
135.81,6,24,1
30.98,4,56,2
67.33,7,60,1
57.22,3,46,2
50.58,6,60,2
36.36,6,32,2
29.8,6,30,2
49.48,6,28,2
74.25,5,48,1
29.82,5,46,2
100.67,6,32,1
30.95,2,48,2
36.63,5,36,2
65.47,6,42,1
85.24,7,26,1
52.01,3,48,2
30.24,5,26,2
98.33,4,42,1
43.37,1,54,2
33.59,6,28,2
65.53,5,42,1
38.61,9,50,2
73.16,3,52,1
51.26,8,48,2
28.99,4,36,2
34.22,6,70,2
72.3,4,56,1
103.92,9,30,1
17.22,6,62,2
15.78,6,46,2
32.33,9,54,2
37.98,5,82,2
35.99,6,58,2
50.75,1,40,2
38.39,6,50,2
46.41,7,44,2
154.99,0,24,3
61.62,6,54,2
50.25,6,58,2
24.26,6,46,2
20.93,2,42,2
133.68,6,36,1
54.37,5,42,2
85.5,6,38,1
10.09,7,44,2
35.72,5,28,2
219.65,3,76,3
29.99,6,48,2
50.58,9,46,2
86.08,8,34,1
37.27,1,28,2
30.26,6,52,2
35.79,4,42,2
66.85,5,50,1
39.16,7,30,2
30.86,3,74,2
85.22,5,50,1
41.73,6,26,2
54.99,5,36,2
17.64,6,40,2
52.95,6,40,2
15.13,5,54,2
55.17,4,36,2
62.28,3,42,1
37.38,6,26,2
33.23,6,44,2
34.99,6,38,2
53.45,7,66,2
30.09,7,48,2
83.52,1,50,1
33.24,6,64,2
70.86,6,54,1
95.86,4,32,1
88.61,7,44,1
21.75,6,54,2
82.96,6,48,1
48.64,0,28,2
46.02,9,26,2
33.13,1,32,2
33.74,8,56,2
106.52,6,34,1
35.24,9,62,2
85.24,5,58,1
48.37,5,52,2
51.38,7,64,2
37.22,4,66,2
46.64,6,60,2
44.31,8,54,2
29.99,6,50,2
74.88,6,48,1
119.33,7,20,1
36.67,5,46,2
54.94,7,50,2
35.75,8,30,2
30.26,5,28,2
36.82,6,74,2
29.29,7,54,2
52.22,9,36,2
41.53,9,26,2
44.23,7,36,2
50.73,9,52,2
76.58,5,50,1
54.99,5,50,2
77.75,3,68,1
39.81,4,30,2
35.3,2,34,2
14.77,9,62,2
131.8,1,24,1
98.13,5,36,1
51.45,3,32,2
55.45,6,52,2
53.25,6,26,2
82.94,7,52,1
25.34,4,26,2
35.64,7,54,2
75,9,56,1
29.99,9,32,2
75.62,6,48,1
73.45,2,54,1
16.38,7,44,2
35.97,6,48,2
30,5,48,2
149.89,7,58,3
50.38,2,50,2
41.13,5,26,2
59.14,7,40,2
42.87,8,38,2
119.01,3,28,1
36.69,7,36,2
43.43,8,64,2
35.45,7,30,2
34.62,6,50,2
84.4,1,34,1
42.74,9,38,2
64.48,7,30,1
78.08,7,52,1
30.49,6,52,2
55.87,7,32,2
134.59,0,32,1
60.26,7,34,2
30.52,6,38,2
26.93,6,26,2
10.18,6,36,2
77.61,5,46,1
32.72,7,24,2
63.22,6,32,1
88.53,4,60,1
84.53,6,52,1
63.74,6,42,1
42.59,5,36,2
15.81,9,44,2
73.73,5,30,1
34.99,6,62,2
30.96,3,24,2
48.22,7,24,2
34.35,9,46,2
30.7,2,68,2
47.28,7,28,2
190.95,5,36,3
29.99,6,34,2
16.99,9,48,2
74.03,6,26,1
39.11,9,54,2
53.77,5,26,2
99.83,3,48,1
100.11,7,44,1
33.24,6,58,2
34.99,9,46,2
77.21,4,38,1
30.27,4,46,2
43.94,3,26,2
42.49,6,58,2
50.45,7,64,2
46.01,7,50,2
84.62,1,30,1
37.98,8,44,2
105.83,6,26,1
20.73,8,36,2
76.47,2,60,1
190.81,6,38,3
34.99,4,28,2
45.49,9,54,2
36.2,7,58,2
46.69,8,54,2
50.29,6,30,2
39.55,7,52,2
29.99,9,52,2
30.66,6,52,2
115.42,6,50,1
51.26,6,40,2
46.67,7,30,2
81.02,7,38,1
136.86,4,28,1
53.2,2,50,2
30,9,62,2
59.84,4,32,2
96.48,6,44,1
16.99,7,82,2
43.98,6,64,2
101.38,6,34,1
46.61,4,22,2
89.08,6,34,1
59.58,4,48,2
72.95,6,52,1
22.77,0,44,2
29.99,3,46,2
33.42,7,56,2
44.22,1,24,2
104.12,9,50,1
54.73,9,48,2
33.98,8,52,2
18.19,7,70,2
50.74,7,52,2
10.83,3,40,2
120.05,6,50,1
35.65,5,50,2
15.48,6,52,2
88.7,6,36,1
17.36,6,72,2
60.04,6,44,2
95.61,2,50,1
75.67,3,32,1
19.07,3,50,2
40.49,1,26,2
185.59,5,60,3
28.84,4,72,2
24.79,7,46,2
90.14,7,30,1
38.24,7,30,2
31.14,7,40,2
78.58,7,40,1
57.54,9,34,2
18.39,2,42,2
21.58,6,64,2
144.81,6,30,3
30,7,54,2
20.58,4,70,2
122.11,2,22,1
30.65,5,32,2
15.13,4,30,2
35.26,7,34,2
33.15,9,30,2
29.13,9,40,2
31.54,4,38,2
29.99,6,36,2
83.21,6,54,1
42.53,3,76,2
52.91,5,46,2
75.24,6,42,1
83.75,9,50,1
57.45,3,30,2
10.19,6,60,2
51.24,9,48,2
30.25,9,76,2
34.04,6,40,2
59.89,3,28,2
22.58,7,40,2
50,9,40,2
56.87,6,28,2
37.48,9,44,2
90.14,1,40,1
84.28,8,44,1
63.21,5,44,1
40.2,5,58,2
55.98,4,32,2
60.02,9,64,2
49.52,6,38,2
71.88,7,48,1
30.26,4,28,2
30.25,4,74,2
30.14,8,56,2
58.12,6,56,2
103.89,7,36,1
30.07,6,66,2
53.1,6,28,2
34.99,7,26,2
50,6,30,2
67.77,5,48,1
30,5,46,2
44.34,5,20,2
78.42,4,24,1
32.78,8,30,2
98.03,9,52,1
46.33,1,42,2
112.97,6,30,1
51.97,6,54,2
119.79,4,26,1
40.91,7,56,2
24.13,5,42,2
28.25,9,38,2
62.8,9,48,1
11.48,8,36,2
59.99,7,26,1
22.91,6,34,2
120.99,6,30,1
122.89,5,44,1
15.81,6,40,2
35.97,1,72,2
59.99,6,46,2
49.99,4,52,2
81.08,6,60,1
40.04,4,60,2
86.23,5,40,1
49.83,7,54,2
120.06,8,36,1
30.6,4,40,2
33.26,6,32,2
54.02,5,32,2
30.26,4,70,2
51.19,9,60,2
31.43,5,48,2
58.21,9,42,2
98.36,7,54,1
59.7,9,52,2
35.24,3,38,2
40.31,9,44,2
65.03,9,40,1
153.36,1,56,3
15,9,52,2
35.75,6,26,2
52.83,6,46,2
19.4,6,68,2
65.94,5,28,1
35.66,6,30,2
49.24,6,48,2
29.35,6,44,2
90.91,6,38,1
57.47,5,54,2
71.92,6,44,1
52.22,7,28,2
38.74,7,44,2
30.26,9,54,2
37.2,4,36,2
51.08,7,44,2
55.8,6,30,2
48.16,8,68,2
48.28,6,46,2
40,4,36,2
30.5,9,50,2
40.66,7,46,2
76.83,6,36,1
60.83,7,44,2
44.36,6,42,2
49.26,5,26,2
54.9,4,32,2
89.71,7,38,1
5,5,52,2
90.68,7,42,1
54.13,7,58,2
46.79,3,54,2
112.83,4,26,1
78.11,7,24,1
34.99,6,32,2
67.84,7,38,1
132.94,7,42,1
65.29,7,38,1
30.86,9,38,2
47.74,8,48,2
75.24,9,66,1
59.3,4,30,2
33.14,7,34,2
63.91,6,44,1
43.2,3,36,2
162.51,6,36,3
67.11,3,26,1
61.01,3,24,1
83.02,8,58,1
29.99,6,44,2
35.01,5,56,2
114.61,7,40,1
58.66,6,42,2
57.99,4,30,2
42.93,6,54,2
78.06,9,48,1
106.79,3,46,1
113.03,6,48,1
101.88,9,40,1
60.19,3,50,2
42.69,6,48,2
88.23,5,76,1
86.67,3,34,1
80.36,4,32,1
32.98,8,64,2
63.26,2,44,1
29.99,2,30,2
28.17,6,68,2
36.58,3,30,2
34.98,4,30,2
27.06,6,50,2
111.17,4,50,1
53.04,8,58,2
72.3,4,30,1
36.48,6,32,2
51.32,8,44,2
96.98,5,34,1
185.07,7,42,3
60.45,4,72,2
30,8,30,2
50.49,3,48,2
127.72,6,48,1
110.08,6,38,1
124.47,7,40,1
30.26,9,48,2
59.25,1,58,2
30.74,5,66,2
80.33,8,32,1
50.45,8,48,2
45.48,6,68,2
52.75,9,30,2
20.2,9,54,2
36.08,6,38,2
39.66,4,78,2
83.65,1,22,1
50.64,7,44,2
36.54,7,40,2
22.76,7,36,2
29.98,8,36,2
53.51,6,44,2
53.59,6,52,2
171.96,6,38,3
19.99,7,26,2
36.73,5,48,2
33.83,5,54,2
82,6,30,1
11.87,4,56,2
31.41,1,36,2
96.76,4,28,1
75.44,7,54,1
76.03,9,54,1
25.72,5,30,2
82.21,9,60,1
17.57,7,48,2
51.23,9,62,2
33.29,9,52,2
40.46,6,50,2
30.3,6,80,2
56.52,1,30,2
37.76,4,48,2
71.67,3,68,1
50,7,50,2
53.24,9,52,2
69.73,4,56,1
43.1,8,26,2
30,6,58,2
52.85,8,50,2
53.23,8,38,2
52.31,6,36,2
10,9,54,2
38.19,3,38,2
34.35,7,32,2
71.56,5,22,1
50.48,6,28,2
28.59,8,72,2
32.71,9,42,2
64.06,6,46,1
98.08,6,32,1
53.7,7,32,2
42.87,3,58,2
50.48,8,48,2
31.55,9,56,2
86.28,3,30,1
5,8,24,2
53.24,4,36,2
62.67,6,54,1
30.48,6,42,2
82.53,9,46,1
32.49,7,36,2
42.87,9,46,2
51.48,1,40,2
113.02,8,46,1
45.27,4,74,2
38.28,7,64,2
79.17,9,72,1
36.7,4,48,2
34.98,8,48,2
53.65,6,28,2
176.85,6,34,3
101.14,4,58,1
74.33,9,48,1
32.37,5,44,2
261.72,7,30,3
73.56,5,24,1
29.99,5,52,2
112.88,7,62,1
33.06,4,36,2
30.45,8,42,2
34.23,9,32,2
53.5,8,32,2
60,5,30,2
93.68,4,36,1
161.85,6,34,3
31.66,8,56,2
93.77,6,52,1
30.69,9,44,2
30,8,32,2
152.69,7,46,3
37.96,5,54,2
68.62,0,24,1
50.24,9,48,2
49.99,6,58,2
16.99,4,56,2
35.09,4,34,2
89.78,8,54,1
156.94,1,24,3
76.63,6,32,1
133.88,6,30,1
15.13,9,56,2
36.04,7,20,2
30,5,66,2
30.07,4,42,2
69.78,4,42,1
37.8,6,40,2
52.21,6,32,2
96.43,4,36,1
41.3,6,44,2
219.12,6,50,3
60.68,5,32,1
74.4,5,72,1
50.31,5,40,2
56.23,8,46,2
39.35,5,42,2
30,9,46,2
169.34,6,60,3
61.78,3,30,1
22.7,9,42,2
40.49,7,48,2
33.59,7,36,2
86.09,5,26,1
410.25,7,34,3
90.81,9,34,1
10.3,7,46,2
39.22,5,90,2
43.45,4,28,2
11.57,9,42,2
32.98,5,30,2
147.41,7,30,3
32.95,6,56,2
44.08,7,50,2
39.44,8,46,2
72.8,5,24,1
95.87,9,34,1
50.19,6,54,2
36.41,6,48,2
74.28,5,52,1
40.78,6,40,2
32.42,7,68,2
35.51,6,56,2
164.81,1,22,3
39.15,9,52,2
119.68,7,44,1
50.94,9,52,2
29.99,4,54,2
36.54,1,40,2
58.73,9,42,2
51.29,1,82,2
31,6,42,2
38.23,4,42,2
37.35,5,24,2
77.36,6,28,1
67.99,6,42,1
50.25,9,50,2
30.36,8,72,2
139.22,0,28,1
28.84,8,52,2
131.13,4,28,1
10,2,54,2
121.77,1,24,1
82.33,5,44,1
76.75,8,44,1
129.51,3,46,1
16.99,7,58,2
50.2,6,34,2
42.49,9,54,2
50.03,6,34,2
99.84,7,56,1
85.24,7,24,1
28.49,6,26,2
65.99,6,44,1
31.37,7,54,2
52.85,8,26,2
59.17,3,56,2
22.91,6,32,2
30.27,3,38,2
53.1,2,34,2
31.61,5,70,2
30.84,5,40,2
54.5,4,48,2
31.75,7,70,2
100.75,9,52,1
31.06,5,50,2
50.45,8,38,2
32.21,7,32,2
77.75,7,40,1
36.22,6,34,2
56.2,6,52,2
32.78,5,38,2
228.25,7,36,3
67.16,7,58,1
30.25,6,68,2
39.33,5,70,2
122.78,7,36,1
70.56,5,48,1
108.06,7,30,1
14.24,5,26,2
17.8,7,48,2
29.23,9,36,2
60.34,6,42,2
31.17,7,40,2
47.5,6,60,2
10,9,34,2
100.22,8,42,1
195.75,6,32,3
35.61,2,54,2
30.67,2,36,2
55.01,6,36,2
60.94,6,56,2
75.08,4,30,1
131.23,9,62,1
53.05,6,64,2
47.33,7,46,2
38.13,7,36,2
147.88,6,40,3
57.19,5,30,2
51.24,1,44,2
43.28,9,46,2
17.14,6,76,2
52.51,7,44,2
31,6,58,2
50,6,34,2
41.65,5,60,2
82.86,2,24,1
55.96,5,24,2
65.99,8,40,1
152.22,6,54,3
56.58,6,44,2
42.87,8,30,2
78.93,5,50,1
85.93,7,36,1
41.49,4,42,2
43.12,9,48,2
38.85,4,74,2
56.6,6,56,2
35.3,5,36,2
38.68,7,26,2
29.57,8,34,2
50,8,44,2
77.59,5,38,1
67.08,2,20,1
75.09,9,52,1
57.58,9,26,2
37.22,9,48,2
79.79,6,28,1
26.96,9,28,2
59.98,7,58,2
150.54,9,44,3
50.55,3,58,2
50.25,9,54,2
62.53,4,42,1
41.03,9,40,2
35.8,9,26,2
100.33,3,60,1
36.51,7,50,2
42.26,6,40,2
64.86,3,30,1
103.67,6,36,1
81.31,7,40,1
53.73,6,28,2
54.94,6,22,2
75.47,5,32,1
64.2,2,24,1
10,1,62,2
116.32,9,44,1
17.53,8,32,2
469.67,1,36,3
44.55,8,38,2
62.67,5,32,1
41.48,8,52,2
12.72,1,28,2
49.26,6,44,2
51.19,7,46,2
44.03,4,32,2
102.35,6,36,1
33.91,6,30,2
84.41,8,38,1
110.15,5,32,1
32.76,4,36,2
50.85,8,48,2
121.69,7,34,1
50,5,28,2
29.99,7,40,2
86.32,8,26,1
52.15,6,60,2
68.27,0,32,1
11.1,7,46,2
100.31,8,48,1
55.73,6,30,2
75.94,0,22,1
62.29,6,38,1
32.69,6,54,2
17.79,4,68,2
37.87,3,24,2
10,8,46,2
57.38,4,34,2
137.25,9,62,1
13.56,9,46,2
18.95,6,32,2
116.08,3,30,1
56.05,1,24,2
38.22,6,42,2
32.39,5,50,2
67.63,7,48,1
45.74,6,52,2
47.8,9,48,2
55.86,0,44,2
34,6,58,2
30.51,9,36,2
42.06,3,22,2
11.36,7,50,2
39.01,7,30,2
33.24,3,54,2
30.38,5,40,2
74.03,2,58,1
29.99,9,44,2
32.47,6,36,2
35.75,6,34,2
19.79,0,50,2
64.83,7,48,1
29.99,7,34,2
105.15,5,46,1
40.65,6,56,2
41.74,7,42,2
25.1,7,54,2
17.09,9,52,2
47.89,6,34,2
39.99,7,48,2
80.43,4,48,1
88.61,8,30,1
11.39,6,38,2
63.57,7,34,1
43.66,6,48,2
32.45,4,24,2
39.4,6,48,2
106.28,8,28,1
62.51,8,36,1
10.14,9,54,2
18.28,5,46,2
37.98,6,52,2
45.57,6,40,2
32.72,4,36,2
76.66,7,48,1
112.61,8,44,1
33.49,3,28,2
31.11,5,46,2
31.54,7,40,2
59.68,5,44,2
59.59,4,42,2
30.88,3,54,2
63.09,1,70,1
76.21,1,42,1
44.81,7,40,2
17.93,6,50,2
32.54,4,56,2
29.99,9,70,2
27.21,6,44,2
33.51,6,48,2
44.83,9,50,2
37.46,9,52,2
47.93,8,26,2
29.99,7,32,2
30.27,4,48,2
177.05,7,34,3
35.17,5,46,2
57.38,6,40,2
26.66,6,36,2
47.79,5,46,2
77.09,6,32,1
35.3,7,26,2
79.5,1,30,1
53.48,7,38,2
61.39,6,28,1
43.5,7,52,2
70.59,5,84,1
80.16,1,56,1
282.09,3,62,3
66.57,6,50,1
50.45,3,42,2
111.43,0,64,1
50.49,0,40,2
53.16,9,36,2
88.42,5,30,1
59.99,7,52,2
30.88,8,58,2
10.09,9,52,2
44.19,8,40,2
30,6,34,2
29.99,4,60,2
91.83,9,28,1
38.88,6,52,2
51,8,26,2
65.47,3,54,1
69.63,1,56,1
34.25,4,34,2
58.26,5,22,2
47.51,1,40,2
70.62,5,50,1
20.52,6,50,2
136.38,6,44,1
25.2,6,72,2
50.25,7,44,2
30.26,6,42,2
